timestamp,Date,CarCount,BikeCount,BusCount,TruckCount,Total,hour,day_of_week
2018-10-03 20:00:00,24,304,29,28,179,540,20,2
2018-10-03 21:00:00,24,213,28,30,157,428,21,2
2018-10-03 22:00:00,24,101,11,6,236,354,22,2
2018-10-03 23:00:00,24,121,11,6,230,368,23,2
2018-10-04 00:00:00,32,96,13,9,177,295,0,3
2018-10-04 01:00:00,32,101,17,3,196,317,1,3
2018-10-04 02:00:00,32,101,13,6,169,289,2,3
2018-10-04 03:00:00,32,101,12,8,243,364,3,3
2018-10-04 04:00:00,32,529,78,32,141,780,4,3
2018-10-04 05:00:00,32,694,90,54,121,959,5,3
2018-10-04 06:00:00,32,936,185,208,45,1374,6,3
2018-10-04 07:00:00,32,994,205,211,47,1457,7,3
2018-10-04 08:00:00,32,983,171,202,46,1402,8,3
2018-10-04 09:00:00,32,539,126,202,95,962,9,3
2018-10-04 10:00:00,32,484,106,154,116,860,10,3
2018-10-04 11:00:00,32,343,52,48,214,657,11,3
2018-10-04 12:00:00,32,326,44,74,218,662,12,3
2018-10-04 13:00:00,32,458,116,141,161,876,13,3
2018-10-04 14:00:00,32,477,122,159,105,863,14,3
2018-10-04 15:00:00,32,707,131,165,136,1139,15,3
2018-10-04 16:00:00,32,989,134,248,79,1450,16,3
2018-10-04 17:00:00,32,1000,166,238,89,1493,17,3
2018-10-04 18:00:00,32,859,161,200,84,1304,18,3
2018-10-04 19:00:00,32,652,96,86,176,1010,19,3
2018-10-04 20:00:00,32,664,116,123,164,1067,20,3
2018-10-04 21:00:00,32,539,112,81,196,928,21,3
2018-10-04 22:00:00,32,96,16,3,206,321,22,3
2018-10-04 23:00:00,32,98,13,8,239,358,23,3
2018-10-05 00:00:00,40,100,20,7,237,364,0,4
2018-10-05 01:00:00,40,96,12,6,219,333,1,4
2018-10-05 02:00:00,40,100,19,7,229,355,2,4
2018-10-05 03:00:00,40,109,17,7,237,370,3,4
2018-10-05 04:00:00,40,555,48,30,166,799,4,4
2018-10-05 05:00:00,40,706,97,42,126,971,5,4
2018-10-05 06:00:00,40,1058,199,199,49,1505,6,4
2018-10-05 07:00:00,40,886,174,207,52,1319,7,4
2018-10-05 08:00:00,40,900,178,207,43,1328,8,4
2018-10-05 09:00:00,40,550,95,177,95,917,9,4
2018-10-05 10:00:00,40,460,63,159,146,828,10,4
2018-10-05 11:00:00,40,402,50,58,233,743,11,4
2018-10-05 12:00:00,40,376,43,59,211,689,12,4
2018-10-05 13:00:00,40,424,121,125,140,810,13,4
2018-10-05 14:00:00,40,533,101,144,100,878,14,4
2018-10-05 15:00:00,40,610,151,106,90,957,15,4
2018-10-05 16:00:00,40,1060,167,229,87,1543,16,4
2018-10-05 17:00:00,40,1011,166,225,98,1500,17,4
2018-10-05 18:00:00,40,911,163,180,133,1387,18,4
2018-10-05 19:00:00,40,722,106,121,136,1085,19,4
2018-10-05 20:00:00,40,595,81,123,204,1003,20,4
2018-10-05 21:00:00,40,590,82,105,214,991,21,4
2018-10-05 22:00:00,40,102,11,7,249,369,22,4
2018-10-05 23:00:00,40,112,16,7,219,354,23,4
2018-10-06 00:00:00,48,99,19,2,206,326,0,5
2018-10-06 01:00:00,48,91,12,8,228,339,1,5
2018-10-06 02:00:00,48,89,23,5,193,310,2,5
2018-10-06 03:00:00,48,106,8,7,227,348,3,5
2018-10-06 04:00:00,48,570,46,42,149,807,4,5
2018-10-06 05:00:00,48,644,69,61,93,867,5,5
2018-10-06 06:00:00,48,930,209,203,45,1387,6,5
2018-10-06 07:00:00,48,977,195,224,40,1436,7,5
2018-10-06 08:00:00,48,946,160,229,69,1404,8,5
2018-10-06 09:00:00,48,545,87,165,106,903,9,5
2018-10-06 10:00:00,48,499,84,179,164,926,10,5
2018-10-06 11:00:00,48,382,67,41,224,714,11,5
2018-10-06 12:00:00,48,337,45,62,244,688,12,5
2018-10-06 13:00:00,48,413,102,161,142,818,13,5
2018-10-06 14:00:00,48,394,119,140,145,798,14,5
2018-10-06 15:00:00,48,602,112,141,144,999,15,5
2018-10-06 16:00:00,48,1001,178,274,91,1544,16,5
2018-10-06 17:00:00,48,1027,168,252,83,1530,17,5
2018-10-06 18:00:00,48,946,153,189,98,1386,18,5
2018-10-06 19:00:00,48,697,100,117,163,1077,19,5
2018-10-06 20:00:00,48,606,88,114,112,920,20,5
2018-10-06 21:00:00,48,573,116,104,212,1005,21,5
2018-10-06 22:00:00,48,92,18,4,222,336,22,5
2018-10-06 23:00:00,48,107,16,8,239,370,23,5
2018-10-07 00:00:00,56,117,15,4,202,338,0,6
2018-10-07 01:00:00,56,96,21,5,216,338,1,6
2018-10-07 02:00:00,56,99,15,6,248,368,2,6
2018-10-07 03:00:00,56,108,8,4,203,323,3,6
2018-10-07 04:00:00,56,537,43,25,129,734,4,6
2018-10-07 05:00:00,56,677,114,65,84,940,5,6
2018-10-07 06:00:00,56,978,168,215,40,1401,6,6
2018-10-07 07:00:00,56,917,187,201,63,1368,7,6
2018-10-07 08:00:00,56,907,177,218,42,1344,8,6
2018-10-07 09:00:00,56,464,112,173,102,851,9,6
2018-10-07 10:00:00,56,379,91,141,153,764,10,6
2018-10-07 11:00:00,56,343,35,74,222,674,11,6
2018-10-07 12:00:00,56,366,51,66,215,698,12,6
2018-10-07 13:00:00,56,550,100,159,129,938,13,6
2018-10-07 14:00:00,56,647,118,171,134,1070,14,6
2018-10-07 15:00:00,56,565,99,187,138,989,15,6
2018-10-07 16:00:00,56,1055,154,214,88,1511,16,6
2018-10-07 17:00:00,56,984,135,245,103,1467,17,6
2018-10-07 18:00:00,56,885,116,221,131,1353,18,6
2018-10-07 19:00:00,56,552,97,98,177,924,19,6
2018-10-07 20:00:00,56,605,80,107,139,931,20,6
2018-10-07 21:00:00,56,679,50,107,148,984,21,6
2018-10-07 22:00:00,56,93,15,6,222,336,22,6
2018-10-07 23:00:00,56,89,17,7,253,366,23,6
2018-10-08 00:00:00,64,105,15,8,199,327,0,0
2018-10-08 01:00:00,64,95,10,7,170,282,1,0
2018-10-08 02:00:00,64,88,10,4,218,320,2,0
2018-10-08 03:00:00,64,85,14,4,237,340,3,0
2018-10-08 04:00:00,64,553,93,30,140,816,4,0
2018-10-08 05:00:00,64,696,81,51,100,928,5,0
2018-10-08 06:00:00,64,998,168,205,45,1416,6,0
2018-10-08 07:00:00,64,972,193,208,53,1426,7,0
2018-10-08 08:00:00,64,1039,198,185,62,1484,8,0
2018-10-08 09:00:00,64,556,89,170,90,905,9,0
2018-10-08 10:00:00,64,526,120,173,148,967,10,0
2018-10-08 11:00:00,64,309,53,67,226,655,11,0
2018-10-08 12:00:00,64,405,56,55,216,732,12,0
2018-10-08 13:00:00,64,390,115,136,145,786,13,0
2018-10-08 14:00:00,64,600,105,124,145,974,14,0
2018-10-08 15:00:00,64,436,135,154,136,861,15,0
2018-10-08 16:00:00,64,1062,116,220,94,1492,16,0
2018-10-08 17:00:00,64,1015,178,214,93,1500,17,0
2018-10-08 18:00:00,64,783,159,195,103,1240,18,0
2018-10-08 19:00:00,64,660,79,94,182,1015,19,0
2018-10-08 20:00:00,64,726,94,128,182,1130,20,0
2018-10-08 21:00:00,64,596,106,96,176,974,21,0
2018-10-08 22:00:00,64,107,18,6,210,341,22,0
2018-10-08 23:00:00,64,81,23,6,206,316,23,0
2018-10-09 00:00:00,72,112,11,5,226,354,0,1
2018-10-09 01:00:00,72,97,9,4,206,316,1,1
2018-10-09 02:00:00,72,115,11,6,226,358,2,1
2018-10-09 03:00:00,72,92,10,5,206,313,3,1
2018-10-09 04:00:00,72,514,69,35,86,704,4,1
2018-10-09 05:00:00,72,663,120,42,123,948,5,1
2018-10-09 06:00:00,72,894,174,201,52,1321,6,1
2018-10-09 07:00:00,72,1041,150,206,52,1449,7,1
2018-10-09 08:00:00,72,935,165,232,43,1375,8,1
2018-10-09 09:00:00,72,476,87,132,96,791,9,1
2018-10-09 10:00:00,72,459,86,181,144,870,10,1
2018-10-09 11:00:00,72,360,58,75,233,726,11,1
2018-10-09 12:00:00,72,367,49,66,214,696,12,1
2018-10-09 13:00:00,72,468,112,206,136,922,13,1
2018-10-09 14:00:00,72,541,131,118,118,908,14,1
2018-10-09 15:00:00,72,664,105,197,124,1090,15,1
2018-10-09 16:00:00,72,1002,183,262,84,1531,16,1
2018-10-09 17:00:00,72,967,151,239,86,1443,17,1
2018-10-09 18:00:00,72,965,160,197,124,1446,18,1
2018-10-09 19:00:00,72,638,122,103,142,1005,19,1
2018-10-09 20:00:00,72,575,112,87,149,923,20,1
2018-10-09 21:00:00,72,689,102,79,217,1087,21,1
2018-10-09 22:00:00,72,78,18,9,227,332,22,1
2018-10-09 23:00:00,72,87,17,9,215,328,23,1
2018-10-10 00:00:00,80,224,7,19,146,396,0,2
2018-10-10 01:00:00,80,233,17,30,149,429,1,2
2018-10-10 02:00:00,80,215,4,15,153,387,2,2
2018-10-10 03:00:00,80,391,40,102,146,679,3,2
2018-10-10 04:00:00,80,656,113,49,119,937,4,2
2018-10-10 05:00:00,80,633,112,46,105,896,5,2
2018-10-10 06:00:00,80,914,163,230,39,1346,6,2
2018-10-10 07:00:00,80,936,193,172,50,1351,7,2
2018-10-10 08:00:00,80,1019,186,209,58,1472,8,2
2018-10-10 09:00:00,80,492,127,188,108,915,9,2
2018-10-10 10:00:00,80,386,100,148,155,789,10,2
2018-10-10 11:00:00,80,345,61,67,227,700,11,2
2018-10-10 12:00:00,80,315,53,79,221,668,12,2
2018-10-10 13:00:00,80,499,131,161,154,945,13,2
2018-10-10 14:00:00,80,483,135,164,135,917,14,2
2018-10-10 15:00:00,80,547,167,85,147,946,15,2
2018-10-10 16:00:00,80,1058,166,252,92,1568,16,2
2018-10-10 17:00:00,80,1063,166,253,100,1582,17,2
2018-10-10 18:00:00,80,832,143,166,91,1232,18,2
2018-10-10 19:00:00,80,685,84,103,177,1049,19,2
2018-10-10 20:00:00,80,619,63,113,167,962,20,2
2018-10-10 21:00:00,80,584,88,104,144,920,21,2
2018-10-10 22:00:00,80,84,5,4,243,336,22,2
2018-10-10 23:00:00,80,103,11,7,201,322,23,2
2018-10-11 00:00:00,88,105,8,5,197,315,0,3
2018-10-11 01:00:00,88,107,10,9,201,327,1,3
2018-10-11 02:00:00,88,105,15,9,211,340,2,3
2018-10-11 03:00:00,88,99,12,4,270,385,3,3
2018-10-11 04:00:00,88,604,87,37,132,860,4,3
2018-10-11 05:00:00,88,637,127,58,94,916,5,3
2018-10-11 06:00:00,88,951,163,205,49,1368,6,3
2018-10-11 07:00:00,88,948,191,257,40,1436,7,3
2018-10-11 08:00:00,88,988,203,230,46,1467,8,3
2018-10-11 09:00:00,88,522,104,174,94,894,9,3
2018-10-11 10:00:00,88,400,95,187,163,845,10,3
2018-10-11 11:00:00,88,396,54,61,209,720,11,3
2018-10-11 12:00:00,88,398,51,78,200,727,12,3
2018-10-11 13:00:00,88,524,127,148,159,958,13,3
2018-10-11 14:00:00,88,409,134,183,145,871,14,3
2018-10-11 15:00:00,88,615,136,160,147,1058,15,3
2018-10-11 16:00:00,88,949,131,263,77,1420,16,3
2018-10-11 17:00:00,88,1021,172,180,92,1465,17,3
2018-10-11 18:00:00,88,898,117,164,85,1264,18,3
2018-10-11 19:00:00,88,667,107,81,181,1036,19,3
2018-10-11 20:00:00,88,615,80,115,131,941,20,3
2018-10-11 21:00:00,88,603,100,95,197,995,21,3
2018-10-11 22:00:00,88,115,17,6,178,316,22,3
2018-10-11 23:00:00,88,99,13,9,216,337,23,3
2018-10-12 00:00:00,96,98,18,5,239,360,0,4
2018-10-12 01:00:00,96,113,17,4,192,326,1,4
2018-10-12 02:00:00,96,116,6,3,222,347,2,4
2018-10-12 03:00:00,96,117,20,7,237,381,3,4
2018-10-12 04:00:00,96,537,104,30,122,793,4,4
2018-10-12 05:00:00,96,701,111,43,125,980,5,4
2018-10-12 06:00:00,96,1008,167,212,53,1440,6,4
2018-10-12 07:00:00,96,899,185,243,32,1359,7,4
2018-10-12 08:00:00,96,983,187,203,36,1409,8,4
2018-10-12 09:00:00,96,458,121,177,130,886,9,4
2018-10-12 10:00:00,96,427,50,159,134,770,10,4
2018-10-12 11:00:00,96,433,59,72,212,776,11,4
2018-10-12 12:00:00,96,391,45,58,226,720,12,4
2018-10-12 13:00:00,96,371,116,129,143,759,13,4
2018-10-12 14:00:00,96,617,118,153,123,1011,14,4
2018-10-12 15:00:00,96,625,128,162,101,1016,15,4
2018-10-12 16:00:00,96,940,197,297,81,1515,16,4
2018-10-12 17:00:00,96,1002,129,245,92,1468,17,4
2018-10-12 18:00:00,96,840,149,205,123,1317,18,4
2018-10-12 19:00:00,96,614,73,88,150,925,19,4
2018-10-12 20:00:00,96,567,109,121,128,925,20,4
2018-10-12 21:00:00,96,463,74,81,196,814,21,4
2018-10-12 22:00:00,96,106,13,5,262,386,22,4
2018-10-12 23:00:00,96,89,14,4,209,316,23,4
2018-10-13 00:00:00,104,101,14,8,203,326,0,5
2018-10-13 01:00:00,104,93,17,6,227,343,1,5
2018-10-13 02:00:00,104,105,12,5,217,339,2,5
2018-10-13 03:00:00,104,116,13,7,205,341,3,5
2018-10-13 04:00:00,104,332,49,25,236,642,4,5
2018-10-13 05:00:00,104,504,54,25,240,823,5,5
2018-10-13 06:00:00,104,337,51,23,229,640,6,5
2018-10-13 07:00:00,104,370,56,27,203,656,7,5
2018-10-13 08:00:00,104,478,71,26,247,822,8,5
2018-10-13 09:00:00,104,1006,322,124,40,1492,9,5
2018-10-13 10:00:00,104,1121,391,156,45,1713,10,5
2018-10-13 11:00:00,104,1132,344,128,36,1640,11,5
2018-10-13 12:00:00,104,1118,370,156,36,1680,12,5
2018-10-13 13:00:00,104,1109,324,128,42,1603,13,5
2018-10-13 14:00:00,104,1164,369,124,39,1696,14,5
2018-10-13 15:00:00,104,623,178,102,49,952,15,5
2018-10-13 16:00:00,104,565,119,60,57,801,16,5
2018-10-13 17:00:00,104,553,135,70,40,798,17,5
2018-10-13 18:00:00,104,524,137,77,64,802,18,5
2018-10-13 19:00:00,104,336,56,41,187,620,19,5
2018-10-13 20:00:00,104,257,30,32,149,468,20,5
2018-10-13 21:00:00,104,221,24,24,181,450,21,5
2018-10-13 22:00:00,104,96,17,5,203,321,22,5
2018-10-13 23:00:00,104,112,11,7,217,347,23,5
2018-10-14 00:00:00,112,102,16,2,242,362,0,6
2018-10-14 01:00:00,112,98,14,5,230,347,1,6
2018-10-14 02:00:00,112,89,17,6,189,301,2,6
2018-10-14 03:00:00,112,96,20,5,247,368,3,6
2018-10-14 04:00:00,112,549,56,30,125,760,4,6
2018-10-14 05:00:00,112,801,93,62,120,1076,5,6
2018-10-14 06:00:00,112,937,162,182,60,1341,6,6
2018-10-14 07:00:00,112,989,219,218,62,1488,7,6
2018-10-14 08:00:00,112,963,216,206,50,1435,8,6
2018-10-14 09:00:00,112,446,67,163,93,769,9,6
2018-10-14 10:00:00,112,218,110,124,150,602,10,6
2018-10-14 11:00:00,112,395,46,74,209,724,11,6
2018-10-14 12:00:00,112,297,46,51,212,606,12,6
2018-10-14 13:00:00,112,548,102,170,142,962,13,6
2018-10-14 14:00:00,112,506,115,163,122,906,14,6
2018-10-14 15:00:00,112,441,114,170,125,850,15,6
2018-10-14 16:00:00,112,1007,147,195,90,1439,16,6
2018-10-14 17:00:00,112,1063,199,294,91,1647,17,6
2018-10-14 18:00:00,112,850,147,174,134,1305,18,6
2018-10-14 19:00:00,112,583,113,108,138,942,19,6
2018-10-14 20:00:00,112,610,83,124,143,960,20,6
2018-10-14 21:00:00,112,611,76,105,150,942,21,6
2018-10-14 22:00:00,112,97,10,10,237,354,22,6
2018-10-14 23:00:00,112,90,12,7,177,286,23,6
2018-10-15 00:00:00,120,108,14,7,218,347,0,0
2018-10-15 01:00:00,120,101,11,9,214,335,1,0
2018-10-15 02:00:00,120,93,7,5,192,297,2,0
2018-10-15 03:00:00,120,123,12,6,229,370,3,0
2018-10-15 04:00:00,120,498,101,23,150,772,4,0
2018-10-15 05:00:00,120,672,40,62,109,883,5,0
2018-10-15 06:00:00,120,966,170,243,42,1421,6,0
2018-10-15 07:00:00,120,967,158,213,48,1386,7,0
2018-10-15 08:00:00,120,906,180,218,40,1344,8,0
2018-10-15 09:00:00,120,499,100,188,112,899,9,0
2018-10-15 10:00:00,120,448,77,151,140,816,10,0
2018-10-15 11:00:00,120,386,53,66,221,726,11,0
2018-10-15 12:00:00,120,360,51,83,212,706,12,0
2018-10-15 13:00:00,120,433,99,174,144,850,13,0
2018-10-15 14:00:00,120,500,130,171,121,922,14,0
2018-10-15 15:00:00,120,383,150,91,97,721,15,0
2018-10-15 16:00:00,120,1012,190,255,83,1540,16,0
2018-10-15 17:00:00,120,983,204,248,92,1527,17,0
2018-10-15 18:00:00,120,920,131,210,120,1381,18,0
2018-10-15 19:00:00,120,724,153,88,171,1136,19,0
2018-10-15 20:00:00,120,636,107,115,165,1023,20,0
2018-10-15 21:00:00,120,697,94,105,176,1072,21,0
2018-10-15 22:00:00,120,115,20,2,226,363,22,0
2018-10-15 23:00:00,120,86,8,8,218,320,23,0
2018-10-16 00:00:00,128,106,17,5,244,372,0,1
2018-10-16 01:00:00,128,107,15,7,225,354,1,1
2018-10-16 02:00:00,128,96,18,8,259,381,2,1
2018-10-16 03:00:00,128,97,17,6,231,351,3,1
2018-10-16 04:00:00,128,562,22,28,142,754,4,1
2018-10-16 05:00:00,128,764,57,41,138,1000,5,1
2018-10-16 06:00:00,128,914,183,242,44,1383,6,1
2018-10-16 07:00:00,128,909,147,210,49,1315,7,1
2018-10-16 08:00:00,128,940,170,207,41,1358,8,1
2018-10-16 09:00:00,128,534,90,225,96,945,9,1
2018-10-16 10:00:00,128,306,87,110,142,645,10,1
2018-10-16 11:00:00,128,341,42,68,218,669,11,1
2018-10-16 12:00:00,128,373,49,61,232,715,12,1
2018-10-16 13:00:00,128,394,125,156,135,810,13,1
2018-10-16 14:00:00,128,344,135,164,89,732,14,1
2018-10-16 15:00:00,128,515,122,183,113,933,15,1
2018-10-16 16:00:00,128,1039,173,250,91,1553,16,1
2018-10-16 17:00:00,128,979,166,199,94,1438,17,1
2018-10-16 18:00:00,128,901,134,199,148,1382,18,1
2018-10-16 19:00:00,128,737,76,118,178,1109,19,1
2018-10-16 20:00:00,128,687,84,104,215,1090,20,1
2018-10-16 21:00:00,128,487,77,101,208,873,21,1
2018-10-16 22:00:00,128,100,18,5,194,317,22,1
2018-10-16 23:00:00,128,86,21,6,208,321,23,1
2018-10-17 00:00:00,136,104,12,7,195,318,0,2
2018-10-17 01:00:00,136,102,20,6,216,344,1,2
2018-10-17 02:00:00,136,101,20,5,236,362,2,2
2018-10-17 03:00:00,136,121,12,7,222,362,3,2
2018-10-17 04:00:00,136,529,57,20,144,750,4,2
2018-10-17 05:00:00,136,674,59,60,122,915,5,2
2018-10-17 06:00:00,136,941,180,223,49,1393,6,2
2018-10-17 07:00:00,136,916,135,205,49,1305,7,2
2018-10-17 08:00:00,136,868,170,199,46,1283,8,2
2018-10-17 09:00:00,136,550,114,148,88,900,9,2
2018-10-17 10:00:00,136,464,65,103,146,778,10,2
2018-10-17 11:00:00,136,351,34,70,219,674,11,2
2018-10-17 12:00:00,136,355,41,50,220,666,12,2
2018-10-17 13:00:00,136,232,87,129,146,594,13,2
2018-10-17 14:00:00,136,263,110,182,106,661,14,2
2018-10-17 15:00:00,136,608,121,223,139,1091,15,2
2018-10-17 16:00:00,136,949,148,199,86,1382,16,2
2018-10-17 17:00:00,136,941,171,176,86,1374,17,2
2018-10-17 18:00:00,136,859,187,197,157,1400,18,2
2018-10-17 19:00:00,136,646,99,106,172,1023,19,2
2018-10-17 20:00:00,136,718,61,105,165,1049,20,2
2018-10-17 21:00:00,136,521,91,91,185,888,21,2
2018-10-17 22:00:00,136,105,7,5,207,324,22,2
2018-10-17 23:00:00,136,99,9,6,268,382,23,2
2018-10-18 00:00:00,144,90,20,3,238,351,0,3
2018-10-18 01:00:00,144,98,17,6,238,359,1,3
2018-10-18 02:00:00,144,95,8,4,260,367,2,3
2018-10-18 03:00:00,144,109,13,7,215,344,3,3
2018-10-18 04:00:00,144,580,83,37,118,818,4,3
2018-10-18 05:00:00,144,664,90,44,103,901,5,3
2018-10-18 06:00:00,144,949,201,232,51,1433,6,3
2018-10-18 07:00:00,144,1056,180,204,57,1497,7,3
2018-10-18 08:00:00,144,998,184,198,61,1441,8,3
2018-10-18 09:00:00,144,499,115,148,100,862,9,3
2018-10-18 10:00:00,144,339,53,184,150,726,10,3
2018-10-18 11:00:00,144,324,57,63,233,677,11,3
2018-10-18 12:00:00,144,338,53,65,198,654,12,3
2018-10-18 13:00:00,144,405,111,144,160,820,13,3
2018-10-18 14:00:00,144,532,124,204,115,975,14,3
2018-10-18 15:00:00,144,526,115,167,97,905,15,3
2018-10-18 16:00:00,144,988,190,286,79,1543,16,3
2018-10-18 17:00:00,144,985,154,211,82,1432,17,3
2018-10-18 18:00:00,144,864,148,201,97,1310,18,3
2018-10-18 19:00:00,144,661,110,110,140,1021,19,3
2018-10-18 20:00:00,144,653,102,103,204,1062,20,3
2018-10-18 21:00:00,144,567,102,85,195,949,21,3
2018-10-18 22:00:00,144,104,11,5,244,364,22,3
2018-10-18 23:00:00,144,93,8,8,226,335,23,3
2018-10-19 00:00:00,152,81,17,5,187,290,0,4
2018-10-19 01:00:00,152,102,15,7,206,330,1,4
2018-10-19 02:00:00,152,107,17,7,226,357,2,4
2018-10-19 03:00:00,152,83,16,7,209,315,3,4
2018-10-19 04:00:00,152,595,71,41,134,841,4,4
2018-10-19 05:00:00,152,718,56,40,133,947,5,4
2018-10-19 06:00:00,152,965,151,198,62,1376,6,4
2018-10-19 07:00:00,152,929,171,245,58,1403,7,4
2018-10-19 08:00:00,152,968,198,226,46,1438,8,4
2018-10-19 09:00:00,152,540,66,189,138,933,9,4
2018-10-19 10:00:00,152,327,85,156,123,691,10,4
2018-10-19 11:00:00,152,368,43,76,213,700,11,4
2018-10-19 12:00:00,152,467,48,45,210,770,12,4
2018-10-19 13:00:00,152,449,74,121,148,792,13,4
2018-10-19 14:00:00,152,346,145,181,117,789,14,4
2018-10-19 15:00:00,152,537,92,176,109,914,15,4
2018-10-19 16:00:00,152,925,177,234,93,1429,16,4
2018-10-19 17:00:00,152,983,210,217,91,1501,17,4
2018-10-19 18:00:00,152,808,155,199,130,1292,18,4
2018-10-19 19:00:00,152,623,119,118,205,1065,19,4
2018-10-19 20:00:00,152,651,119,106,145,1021,20,4
2018-10-19 21:00:00,152,556,80,84,159,879,21,4
2018-10-19 22:00:00,152,104,14,4,215,337,22,4
2018-10-19 23:00:00,152,98,13,8,198,317,23,4
2018-10-20 00:00:00,160,98,22,3,185,308,0,5
2018-10-20 01:00:00,160,112,17,7,211,347,1,5
2018-10-20 02:00:00,160,108,21,6,217,352,2,5
2018-10-20 03:00:00,160,88,11,6,239,344,3,5
2018-10-20 04:00:00,160,431,51,21,251,754,4,5
2018-10-20 05:00:00,160,441,49,29,205,724,5,5
2018-10-20 06:00:00,160,406,68,30,223,727,6,5
2018-10-20 07:00:00,160,442,51,25,209,727,7,5
2018-10-20 08:00:00,160,469,85,18,203,775,8,5
2018-10-20 09:00:00,160,1053,321,93,53,1520,9,5
2018-10-20 10:00:00,160,1129,336,130,36,1631,10,5
2018-10-20 11:00:00,160,1190,334,132,32,1688,11,5
2018-10-20 12:00:00,160,1189,384,120,42,1735,12,5
2018-10-20 13:00:00,160,1099,366,135,37,1637,13,5
2018-10-20 14:00:00,160,1142,387,116,45,1690,14,5
2018-10-20 15:00:00,160,624,190,106,64,984,15,5
